url,name,size,alcohol,description,reviews
/product/ancient-peaks-paso-robles-merlot-2016/417041,Ancient Peaks Paso Robles Merlot 2016,750,14.4,"The 2016 Merlot is loaded with bold aromas of violets, dried cherries, toasty oak, and spice. This is a Merlot of depth and dimension on the palate, offering rich, layered black fruit flavors interwoven with nuances of blueberry, pomegranate, vanilla and sweet tobacco. A velvety texture is framed by sturdy yet supple tannins on the finish.  Blend: 88% Merlot, 12% Petite Sirah View More","{'WW': 'COMMENTARY: What do we expect from New World Merlot? Soft, supple, and easy are descriptors often associated with this grape variety. The 2016 Ancient Peaks Merlot not only delivers those attributes, it surpasses most other $20 examples of this grape variety in the marketplace. TASTING NOTES: This wine shows lovely fruit that is persistent and delicious. Its ripe red fruits, dried leaves, and sweet oak aromas and flavors should pair it nicely with a grilled ribeye. (Tasted: July 5, 2018, San Francisco, CA)', 'RP': ""Wafting from the glass with notes of black cherries, cassis, fruitcake and mint, the 2016 Merlot from Ancient Peaks is full-bodied and velvety on the palate, with a generous core of savory fruit, powdery tannins and a long, flavorful finish. For the price, it's an incredible value.""}"
/product/roserock-by-drouhin-oregon-eola-amity-hills-pinot-noir-2015/360856,Roserock by Drouhin Oregon Eola-Amity Hills Pinot Noir 2015,750,14.1,"The Roserock Pinot Noir has a lovely, deep red color. The nose is floral, spicy and beautiful, with an intense, savory character. On the palate, there are notes of dark berry preserves, a touch of caramel, black cherry, dried flowers, and tilled earth. There is clear structure and balance, with good mouth weight and a long finish. This wine can be enjoyed for the next 7-10 years, or more, but it also offers a lot now. View More","{'JS': 'Another amazing pinot noir that shows such purity of the fruit. Blueberries, raspberries, lemons, oranges and hints of caramel. Medium to full body, an incredibly polished texture and a beautiful, exciting finish.', 'TP': 'Dotted with salinity and strawberry on the nose. Some earthy notes and pencil shavings alongside dusty rose petals, raspberry, and mulberry. Silky, clean, bright, and long.\xa0', 'RP': 'Pale ruby-purple colored, the 2015 Roserock Pinot Noir is a little closed at this youthful stage, offering delicate red cherry and raspberry leaf notes over hints of black pepper and lavender. Medium-bodied, the palate offers firm, chewy tannins and a lively backbone to support the red berry and cedar-laced flavors, finishing long with a nice toastiness.Rating: 92+', 'WS': 'Harmonious and well-built, with expressive pomegranate and cherry flavors accented by bay leaf and spice notes. Drink now through 2024.'}"
/product/chateau-francs-magnus-bordeaux-superieur-2016/202348,Chateau Francs Magnus Bordeaux Superieur 2016,750,0,"The Chateau Francs Magnus 2016 is very intense, with an inky color. Concentrated, this wine offers richness and aromatic power of pleasant aromas from the very beginning essentially dominated by crushed blackcurrants and black berries. After breathing a bit, the bouquet evolves offering a perfume of balsamic and Lebanese cedar. The palate is soft with a breadth of superb tannins. It is a blend of 95% Merlot and 5% Cabernet Franc. View More","{'JS': 'Plenty of good fruit here with ripe tannins and a berry, light vanilla character. Medium-bodied, clean and bright. Better than the 2015.\nBarrel Sample: 91-92 Points'}"
/product/domaine-le-couroulu-vacqueyras-vieilles-vignes-2013/164651,Domaine le Couroulu Vacqueyras Vieilles Vignes 2013,750,0,"This big, spicy, robust, somewhat jammy wine represents exceptional value.It is an excellent match for grilled ribs, sausages, and steaks as well as roasts and stews of lamb, beef and game. View More","{'RP': ""A significant step up over the traditional blend, the 2013 Vacqueyras Vieilles Vignes is a smokin' blend of 75% Grenache and 25% Syrah that comes from the older vines on the estate. Inky-colored, medium to full-bodied, textured and even tannic, it has classic notes of red plums, black raspberries, spice-box and dried pepper. It needs 2-3 years of bottle age and will drink nicely through 2025. Range: 89-92""}"
/product/lincourt-rancho-santa-rosa-chardonnay-2015/259502,Lincourt Rancho Santa Rosa Chardonnay 2015,750,13.9,"This 2015 Rancho Santa Rosa Chardonnay showcases the true varietal characteristics of Chardonnay produced in the Sta. Rita Hills AVA. An attractive nose of pineapple, honeysuckle, white flower, and vanilla transform on the palate. The mouth bursts with complex tropical fruits, white peach, and fig. This Chardonnay’s bright acidity is balanced by touches of sweet sandalwood and butterscotch on the lingering finish. Enjoy with Dungeness crab and a lemon aioli. View More","{'WW': ""COMMENTARY: What does the Sta. Rita Hills AVA to the Chardonnay world? These wines exhibit beautiful stone fruits. The 2015 Lincourt Chardonnay from the winery's Rancho Santa Rosa East and West Vineyards shows the attractive fruit-forward qualities of this growing region. TASTING NOTES: This wine is bright and lasting. Its aromas and flavors of ripe peaches, alluring creaminess, and a subtle accent of oak make it an ideal choice with baked chicken in savory spices. (Tasted: October 17, 2018, San Francisco, CA)""}"
/product/chateau-ducru-beaucaillou-2010/110515,Chateau Ducru-Beaucaillou 2010,750,14,"Profound dark violet in color, with notes of black fruits and a hint of spices on the nose. The palate is round and luscious, with an imposing structure that is fleshy but nicely buttressed by acidity. The tannins are sauve and velvety. The finish is fleshy and impressively persistent.Blend: 90% Cabernet Sauvingon, 10% Merlot View More","{'JS': ""The nose is phenomenal with perfect aromas of Cabernet Sauvignon with currant bush, blackberries and minerals. A pure expression of Cab. The palate is perfect with a full body, but has perfectly integrated tannins with a texture like the finest cashmere. It's strong but noble with perfect form and beauty. All in harmony. A fabulous wine that everyone who loves Bordeaux should have a bottle or case of. Better in 2020."", 'RP': ""With loads of minerality, a terrific opaque purple color, and slightly more structure and tannin than either Poyferre or St.-Pierre (and that's saying something), this is a blockbuster, fabulous Ducru Beaucaillou that should be at its best a good decade from now and last 40-50 years. The proprietor is not alone in thinking this is the finest Ducru Beaucaillou since the 1961. The classic wet rock, creme de cassis, subtle oak and gravelly stoniness of the vineyard come through in this spectacular, full-bodied, gorgeously pure and intense effort. This is wine for the ages that should be forgotten for at least a decade.Rating: 98+"", 'JD': 'A monumental wine that’s going to be just about immortal is the 2010 Ducru-Beaucaillou. Coming from 90% Cabernet Sauvignon and 10% Merlot brought up in new barrels, it sports a saturated purple color to go with dense, yet incredibly pure, classic notes of crème de cassis, lead pencil, crushed rocks and liquid violets. With full-bodied richness, a massive, unctuous texture, and again, incredible purity, it needs to be forgotten for 7-8 years and will keep for just about as long as you’ll like to hang onto bottles.\n\nRating: 98+', 'WS': 'Not shy at all, with a flamboyant, aromatic profile of roasted apple wood and warm ganache, featuring more than enough stuffing in the form of thickly layered blackberry paste, steeped fig and pastis-soaked plum flavors. The structure is massive but incredibly polished, and the fruit displays terrific purity through the graphite-supported finish. Large-scale and extremely well-rendered. Best from 2020 through 2040.', 'WE': 'A grand wine, it has great ripeness and richness, majestic in its structure and upright character. It is concentrated, perfumed and opulent. The style of Ducru Beaucaillou is both generous and powerful, and obviously ageworthy. Cellar Selection.'}"
/product/gerovassiliou-malagousia-2016/430657,Gerovassiliou Malagousia 2016,750,0,"#49 Wine Spectator Top 100 of 2018This wine is entirely produced from the Greek grape variety of Malagousia, which was saved from extinction due to the efforts of Vangelis Gerovassiliou.Following skin contact in cold, vinification is carried out in stainless steel tanks at 65 °F, while some is vinified in French oak barrels. The wine is left with its lees to gain structure and body. It has a brilliant straw color with greenish shades and an aroma of matured fruit such as pear, mango and citrus. On the palate the rich flavors of lemon peel enhance the appealing mouthfeel, adding a well-balanced finish.Pair with seafood, poultry, pasta dishes with light sauces fresh vegetable salads, Mediterranean and Asian cuisine. View More","{'W&S': '“It’s the Château Grillet of northern Greece,” one taster remarked. Like that famous French viognier, this malagousia stakes its own place among the many in Greece with its satin texture and restrained floral notes. Evangelos Gerovassiliou has been working with the variety since the 1970s, when he propagated it from an experimental plot at Porto Carras; it’s now the leading variety at his 138-acre estate south of Thessaloniki. His 2016 is bright and fresh, with a sea-salt edge that suggests serving it al fresco with grilled fish.', 'WS': 'A lovely nose of floral and citrus notes leads to expressive flavors of ruby red grapefruit granita and ripe yellow peach in this well-cut, light- to medium-bodied white. Lithe and lingering on the minerally finish. Drink now through 2023.', 'RP': ""The 2016 Malagouzia is mostly unoaked (about one-third of it was fermented in neutral oak for two months). It comes in at 13.5% alcohol. Showing surprising concentration and richness for this grape, this rolls over the palate and coats it nicely. It has good supporting acidity and the finish is long. Perhaps the oak treatment helps contribute to the wine feeling a bit more concentrated, but if there is a quibble, it does subdue the enticing aromatics that I love on this grape, just a bit. With air, it begins to seem like Malagousia again, but there is, perhaps, just a hint of smoke, too. This is still very fine, impressive for its solidity and freshness. It's a fine bargain, too. It should age for a few years, but don't hesitate to drink it now, when it is robust and exuberant.""}"
/product/torres-celeste-crianza-2015/434920,Torres Celeste Crianza 2015,750,14.5,"Cherry red color with garnet highlights. Delicious, voluptuous aroma of very ripe black fruit (blueberries) with fine roasted coffee and dried fruit (dried plum) notes. Dense, fleshy, with sensuous flavor sensations that are impressively persistent.
Given the wine's tannin and fruit characteristics, it pairs beautifully with a wide variety of meat dishes. Serve at 14–16°C. View More","{'JS': 'This manages to marry the\nboldness and freshness of Ribera\ndel Duero reds with some charm\nand is already so harmonious that\nit’s delicious now, but has the\nstructure to hold through to at\nleast 2023.'}"
/product/chateau-latour-martillac-2016/202415,Chateau LaTour-Martillac 2016,750,13.5, View More,"{'JS': 'This is very perfumed with blackberry and blueberry aromas, but shows a hot-stone and blanched-almond undertone. Medium-to full-bodied with tight and silky tannins that are extremely polished and beautiful. Love the length and balance to this. Try after 2022.', 'WE': 'A structured wine backed by plenty of black-currant fruits, this is initially austere. Its richness needs time to develop and turn into the classically structured wine that this estate\ndoes so well. Drink from 2025.', 'RP': 'The 2016 Latour Martillac is medium to deep garnet-purple in color with warm plums, kirsch and redcurrant jelly on the nose with touches of bay leaves, iron ore and black soil. Medium-bodied with a well-sustained mid-palate of muscular fruit, it has a firm backbone of fine-grained tannins and wonderful freshness, finishing very long.', 'D': ""This has a fairly high aromatic profile, with a lovely density of brambled blackberry and cassis that's deepened with time in the bottle. There’s a touch of austerity through the mid-palate and the acidity is relatively high, but there's fruit and tannin to back it up. It will age extremely well. Impressive."", 'JD': 'The 2016 Château Latour-Martillac is also terrific and has a structured, medium-bodied, firm style that’s going to benefit from cellaring. Blackberries, graphite, new leather, and a kiss of tobacco all emerge from this nicely textured, pure, layered Pessac. Give bottles 4-5 years and enjoy over the following two decades.', 'WS': 'Solid, with a juicy yet restrained core of dark currant and blackberry compote flavors that should unwind nicely with modest cellaring thanks to nicely embedded brambly grip and dried tobacco leaf, anise and tar notes that run through the gutsy finish. Best from 2021 through 2026.'}"
/product/antinori-castello-della-sala-cervaro-2016/490980,Antinori Castello della Sala Cervaro 2016,750,12.5,"The wine, a light straw yellow with brief greenish highlights, expresses rich, complex, and intense aromas. The notes of citrus fruit, pears, and acacia flowers are in perfect balance with the sweet and spicy notes of  vanilla. The palate is supple but vibrant, elegant and well structured, characterized by the classic mineral sensations and by the light notes of hazelnut butter. View More","{'JS': ""This is the Batard Montrachet of Italy with such and amazing depth and compression of beautiful fruit and chalk. Dried mango and dried green papaya. Full body, yet tight and focused. Energized acidity. Vibrance. Don't miss this one. A wine for now or in the future."", 'RP': ""The 2016 Cervaro della Sala ushers forth with grace, beauty and finesse. The mouthfeel is thinner and more streamlined, but this is in large part intentional. I have written about this in the past: This celebrated Italian white has experienced a restyling effort to lighten and brighten it up. Harvest is executed a bit earlier in order to limit alcohol. The percentage of Grechetto was reduced to make more room for the freshness and natural acidity that comes from the increased Chardonnay component. Lastly, skin maceration times were tweaked and reduced from about eight hours in past vintages to four to six hours (at cooler temperatures) in this vintage. All of these changes work to reverse the textural heaviness and fruit maturity that, to many, feels out of date in today's wine market. The results are clear. This is a pristine and elegant interpretation with crisp notes of peach and tropical fruit followed by sharp mineral definition. Those salty flavors come from the Grechetto. The wine ferments and stays in oak for five months. This is a classic vintage that has produced a profoundly vertical and focused wine. I'm told that great efforts have been made to recreate this magic formula in 2017, despite the fact that vintage is much hotter and drier. For now, we have this beautiful wine to drink.Rating:95+"", 'W&S': 'This wine combines the toasty tones of barrel-fermented chardonnay with ten percent lemony grechetto. The wine’s fresh acidity tempers the richness of the oak influence while cool flavors of fresh apple and pear balance the smoky, spicy notes. The finish is long and complex, and the wine would make an excellent partner for scallops in a buttery tarragon sauce.'}"
/product/chateau-lagrange-2016/202394,Chateau Lagrange 2016,750,13.5,"Blend: 70% Cabernet Sauvignon, 24% Merlot, 6% Petit Verdot View More","{'JS': 'The best wine from this château in many years! A huge, dramatic, blackcurrant and wild-blackberry nose and the first impression on the palate is every bit as intense. Nice acidity lifts this massive structure and keeps the imposing finish so fresh. Drink or hold.', 'RP': 'Deep garnet-purple colored, the 2016 Lagrange sashays out of the glass with notions of candied violets, cassis, underbrush and warm black plums with waves of Black Forest cake, cedar chest and yeast extract scents. Medium to full-bodied, the bags of perfumed black fruits are solidly structured with super ripe, grainy tannins, finishing long and layered.', 'D': ""The acidities are more vibrant up in St-Julien than in the lower stretches of the Médoc. An excellent Lagrange, this is every bit as good as it was en primeur, with a similar fruit quality doing a lovely vertical trick through the mid-palate where you can feel each individual element's weight, but cushioned on a bed of air. Ruby in colour with some violet around the edges, this wine is well made and built to last. Chewy tannins and black fruits make this fairly Pauillac in style. At 50% of total production in 2016, this represents the highest proportion of grand vin for years following replantings back in the 1980s."", 'WW': ""COMMENTARY: Over the past twenty years, Château Lagrange has been one of my consistent Saint-Julien favorites. Always making sure the wines' fruit remains expressive, this wine never uses wood to overpower its true essence. In the 2016 vintage, the winery has produced one of the top wines from this already highly acclaimed vintage. TASTING NOTES: This wine is on point with its balance and richness. Its aromas and flavors of ripe red and black fruits, with just an accent of oak, should pair it deliciously with lighter as well as richer meat dishes. (Tasted: January 25, 2019, San Francisco, CA)"", 'WS': 'A textbook St.-Julien, with a fleshy yet focused beam of plum, blueberry and cassis flavors striding through, while warmed anise, sweet tobacco and iron notes play backup through the finish. Mouthwatering grip will allow this to cellar nicely. Best from 2024 through 2038.', 'JD': ""The Grand Vin 2016 Château Lagrange checks in 70% Cabernet Sauvignon, 24% Merlot, and the rest Petit Verdot brought up in equal parts new and used barrels. It shows the fresher, elegant style of the vintage and offers beautiful black cherry and cassis fruits intermixed with tobacco leaf, damp earth, and cedar. Medium to full-bodied, beautifully pure, seamless, and layered, it has a vibrant, tight texture, terrific tannin quality, and a great finish. It's a quintessential expression of this vintage. Give bottles 4-5 years and enjoy over the following two to three decades."", 'WE': 'Surprisingly light for the vintage, this is an attractive, black-currant-flavored wine. It is open, with tannins integrate easily into the fruitiness. All this suggests the wine will age relatively quickly, so drink from 2024.'}"
/product/hall-ellies-cabernet-sauvignon-2014/391483,Hall Ellie's Cabernet Sauvignon 2014,750,15.2,"This wine is named for Craig Hall's Mother, Eleanor “Ellie” Hall, who was an artist and a teacher. She inspired Craig’s love of art and it is her artwork that graces this wine’s label. Vineyard sources are selected for their elegance with tannins that are soft, lush, opulent and feminine in character. The palate is driven by minerality, cassis, and a floral perfume. View More","{'WW': ""COMMENTARY: Who would have believed that a table wine with 15.2% alcohol could elegant? The 2014 Hall Ellie's Cabernet Sauvignon is beautiful in all respects. TASTING NOTES: This comes on big and rich, yet stays smooth and enjoyable on the palate. Its fine combination of ripe red and black fruits, chalky minerality, and smooth oakiness make it a nice choice for grilled beef dishes. (Tasted: March 29, 2018, San Francisco, CA)"", 'WE': 'Softened by 6% Merlot, this is a classically elegant wine, juicy in cranberry, cassis and teases of coffee bean, the tannins broadly etched and brawny in their youth. Integrated oak provides a spiciness of toffee and black licorice, as the aromas develop floral notions of violet as the wine opens in the glass. Enjoy best 2024–2034', 'WS': 'A seductive style that mixes jazzy, mocha-scented oak, pure dark berry, spice, gravel and cedar flavors and fine-grained tannins, making for a distinctive drink. Drink now through 2030.'}"
/product/gruet-sauvage-blanc-de-blancs/138340,Gruet Sauvage Blanc de Blancs,750,12,"Gruet Sauvage Blanc de Blancs is a bone-dry sparkler, pale straw
in color with a delicate but persistent mousse. The aromas of bright mineral and citrus notes tickle the nose followed by touches of green apple, lemon and grapefruit. The finish is structured, flavorful and long. The bright acidity makes this wine a perfect pairing for oysters, sushi and cream sauces. View More","{'TP': 'Clean, rich, and fruity with minerality and depth; an invigorating and tangy wine that is very reasonably priced.'}"
/product/yealands-peter-yealands-sauvignon-blanc-2018/513425,Yealands Peter Yealands Sauvignon Blanc 2018,750,12.5,"Shows lifted notes of citrus blossom and passionfruit, underpinned with aromas of fresh herbs and lemon zest. The palate is full and lively with juicy tropical fruit that is balanced with a long, crisp mineral finish.Enjoy with both fresh and cooked seafood dishes such as oysters, prawns, green lip mussels and fish. View More","{'TP': ""This light straw-colored beauty features a classic petrol-to-grapefruit nose with a hint of baby's-breath flowers and a kiss of sweet stone. Grapefruit peel give a pleasant texture to the mouthfeel while dill, tarragon, and chamomile add zest, zing, and tonality."", 'D': 'Attractive bouquet with sweet herb and ripe fruit aromas. Juicy, fleshy palate with floral notes and hints of mineral.'}"
/product/peter-lehmann-the-barossan-shiraz-2015/422081,Peter Lehmann The Barossan Shiraz 2015,750,14.5,"Crafted by the next generation of Peter Lehmann winemakers, The Barossan showcases the superb fruit sourced from the many fabled sub-regions across the Barossa Valley.The winemakers have identified varying interpretations of this classic varietal to blend together seamlessly, delivering a complex and layered wine with fruit intensity and suppleness. Lifted cherry and brooding dark fruit aromas combine seamlessly with sweet chocolate and mocha undertones. An intense, generous and full-bodied wine with fine tannins and a soft, supple finish.This rich and bold wine perfectly complements the flavors of slow-roasted barbecue meat, such as a Wagyu steak. View More","{'WS': 'Dense, with sink-your-teeth-into-them tannins and fleshy notes of spiced plum and wild blackberry. Tobacco, espresso and nutmeg details add aromatic interest, but the focus and purity of the fruit flavors is most powerful on the long finish. Drink now through 2029.', 'JS': 'Big, sweetly-spiced oak here. This has a hearty dose of ripe fruit, but the oak is just a little overstated. Too much bourbon-like character. The fruit could carry the wine with more class. Drink now. Screw cap.'}"
/product/paul-autard-cote-ronde-chateauneuf-du-pape-2015/238471,Paul Autard Cote Ronde Chateauneuf-du-Pape 2015,750,0,"One of Autard's top wines. The Cote Ronde parcel is vinified separately and is aged 16 months in 100% new French oak barrels. It is an intensely concentrated, lush-textured wine with vivid dark fruit, spice, chocolate and oak flavors. Autard only makes this cuvee in top years.
 Blend: 50% Grenache  50% Syrah  View More","{'RP': ""A killer vintage for the cuvee, the 2015 Chateauneuf du Pape La Cote Ronde is up with the finest vintages of this cuvee to date. It's always the most modern styled, and at time the oak can stand out, yet in this case, everything is perfectly integrated; it has full-bodied richness, sweet, sweet tannin and blockbuster length. It's not going to appeal to traditionalists, but it's one drop-dead gorgeous wine.\n Range: (93-95)+"", 'WS': 'Ripe, with bold cassis, plum cake and melted black licorice notes, pushed by ambitious ganache and warm fruitcake flavors. Shows ample toast through the finish, with the licorice edge taking an encore. An extroverted style, but will certainly have fans. Grenache and Syrah. Best from 2020 through 2035.'}"
/product/chateau-gazin-2015/157709,Chateau Gazin 2015,750,0, View More,"{'JS': 'Lots of cedar, tea-leaf and hazelnut character and ripe fruit aromas. Citrus peel, too. Full body, round and juicy tannins and a flavorful finish. Smoky undertone. This is structured and so complex. Drink in 2023.', 'RP': 'Medium to deep garnet-purple in color, the 2015 Gazin is scented of baked plums, Christmas cake, mincemeat and plum preserves with hints of chocolate box, coffee, tapenade and smoked meats. Medium to full-bodied with mouth-filling baked berries and savory layers, it has firm, chewy tannins and a long finish.', 'WS': 'Plush and warm, with fig, boysenberry and blackberry confiture notes inlaid with light charcoal, black tea and fruitcake hints. Fleshy finish. Best from 2022 through 2032.', 'D': 'Maintaining great consistency these days. Big, bold and succulent with an impressive depth of ripe fruit and tannins. Rich but balanced. A reliable purchase. \nBarrel Sample', 'WE': 'Barrel Sample. Firm with spicy, generous tannins, this is a wine that is showing both ripe black fruits and wood aging flavors. The wood will temper as the ripe, full black fruits develop. It has good aging potential.\nBarrel Sample:  90-92'}"
/product/chateau-guiraud-g-bordeaux-blanc-2016/508280,Chateau Guiraud G Bordeaux Blanc 2016,750,0,"The first tastings confirm this brilliant wine between tension, freshness and pleasure! No doubt that the final blend gives a truly great G of Château Guiraud!
Blend: 50% Semillon, 50% Sauvignon Blanc View More","{'WS': 'Intriguing, with a distinctive mix of yellow apple, lemon gelée, nectarine and shortbread notes. Chalky zing on the finish keeps this firmly grounded. Worth waiting to see how this evolves. Drink now through 2022.', 'JS': 'Dense and tangy with sliced apples, lemon rind and a creamy texture. Some hints of salt. Medium to full body. Better than in 2015.\nBarrel Sample: 91-92'}"
/product/kim-crawford-sauvignon-blanc-2018/516920,Kim Crawford Sauvignon Blanc 2018,750,13,"Pale yellow colored. The nose has hints of tropical fruits of pineapple and mango with intense citrus notes of lemon and grapefruit and a zesty concentration. Underlying herbal notes show as wet stone minerality. A fresh, juicy wine with vibrant acidity and plenty of weight and length on the palate.Perfect for all occasions, particularly delicious with fresh seafood and vegetables.   View More","{'TP': 'Smooth and invigorating with lovely ripe fruit, this is a racy, tangy, and crisp wine with a long and balanced finish. Pretty fine considering Kim has left the building.', 'WS': 'Bright and expressive, with toasted herb and saline notes adding an appealing savory edge to the core of melon, citrus and apricot flavors. Refreshing finish.'}"
/product/charles-heidsieck-brut-reserve/73545,Charles Heidsieck Brut Reserve,750,12,"Experience a fully developed wine, with a radiant bouquet that is captivating yet subtle. Although notes of fully ripe fruit, such as nectarines and cherry plums, are apparent initially, the finish reveals the wealth of the gourmet world, hinting at nougat, honey and cereal grains.This wine is remarkably smooth and generous on the palate. Three years of maturation have given it body and substance. As the wine opens up, it is full and intense with notes of warm bread blending harmoniously with discreet notes of ginger and coriander.The grapes used to produce this exquisite testament to winemaking are selected from the top crus in the Champagne region. 34% Pinot Noir, 33% Chardonnay, 33% Pinot Meunier. View More","{'TP': 'Charles ""Champagne Charlie"" Heidsieck was one of the first to recognize the importance of the U.S. as a Champagne market-the rest is history. Long, bright, toasty and yeasty; stunning.', 'WW': 'The Charles Heidsieck Brut Reserve Champagne exhibits tremendous complexity. The wine, with its extended aging of more than 36 months, and its use of 40% reserve wines, is built to be formidable on all fronts. Fully-textured, the long and lively finish makes this bubbly complete and memorable. Drinks very well now. (Tasted: September 26, 2016, San Francisco, CA)', 'WS': 'Like a Persian carpet this lovely, elegant Champagne seamlessly weaves together its elements, with fine-grained texture and vibrant acidity joining rich flavors of toast, patisserie fruit and candied lemon zest that show subtle spice notes of cardamom and ginger.', 'WE': ""This ripe Champagne is deliciously balanced between the rich white fruits and good acidity. Zingy texture gives it a crisp edge. Full, fruity and with the ability to age, it is ready to drink. Editors' Choice."", 'W&S': ""A substantial portion of reserve wines enriches this and gives it the dark, moon-lit cool of a cellar. It's a study in harmonious contrasts: sweet honeyed fruit and dry minerality; broad creaminess and brighter finesse. A full-bodied, gastronomic Champagne, it’s suited to a range of foods, from simple grilled fish to white meats with mushrooms and cream.""}"
/product/poggio-san-polo-rubio-2015/490560,Poggio San Polo Rubio 2015,750,0,"Brilliant ruby-red with purple hues, this wine has intense aromas of red cherries, violets and currants, followed by a hint of spice. Well-structured and balanced on the palate, Rubio is easy-going and versatile, but also notable for its intensity and elegance.
 View More","{'JS': 'A red with dark berry, rust and iron character with hints of cocoa powder. Medium body, integrated tannins and a flavorful finish. Shows focus and energy.'}"
/product/bedrock-wine-company-the-bedrock-heritage-2017/512840,Bedrock Wine Company The Bedrock Heritage 2017,750,14.6,"This field blend of 27 varieties performed beautifully in 2017, doing exactly what a field blend should do in a warmer year.  This is going to age quite well, though similar to 2015, this could be consumed slightly earlier thanks to the delicious fruit.  Roughly 55% Zinfandel, 15% Carignan, 10% Mataro, and then everything else (Syrah, Alicante, Trousseau Noir, Mission,….you get the point). View More","{'WS': 'Brooding but not a bruiser. Finesse combines with power, offering fervent blackberry, fruitcake spice, ground pepper and orange zest accents that build intensity toward big but polished tannins. Zinfandel, Carignan, Mataro, Syrah and Alicante Bouschet. Drink now through 2026.', 'V': ""The 2017 The Bedrock Heritage Wine is powerful, dense and explosive, as wines from this site usually are. Even so, there is a newfound element of finesse at Bedrock that is quite evident in wines like Bedrock's own Heritage Red Wine, which was once much more concentrated and pushed. Sadly, yields are down 30% in 2017."", 'WW': 'COMMENTARY: Well, even a longtime wine professional like myself can be starstruck at times. From the beginning, I have always bought into the Bedrock Wine Co story of incredible passion for wine, life, and history. Oh, and the wines are pretty unique too. The 2017 Bedrock Wine Company Bedrock Heritage is a red wine that tells a great story of old vines from Sonoma Valley. TASTING NOTES: This wine has all the elements of excellence—old vines, nuances of a field blend, and love from the winemaking and ownership team. Its aromas and flavors of ripe berries, dried earth, brown leaves, and accents of chalk should pair it well with a slowly-braised beef stew accented with bay leaves and whole black peppercorns. (Tasted: August 20, 2018, San Francisco, CA)'}"
/product/domaine-du-vieux-lazaret-chateauneuf-du-pape-2015/394920,Domaine du Vieux Lazaret Chateauneuf-du-Pape 2015,750,14,"Pale plus dark red with clear purple rim. The nose is warm and beginning to show an attractive complexity characterized by understated red fruits and spice along with leather and tertiary notes. The palate is composed and lighter weight, again exhibiting a measure of bottle development in an appealing mix of red cherry and spice notes. There is a fine, balanced structure. This is an elegant, not heavyweight style expressing Cinsault and Grenache in particular, with the emphasis on finesse rather than power.
Blend: 67% Grenache, 22% Syrah, 5% Mourvèdre and 6% other permitted varieties View More","{'WS': 'Alluring, with flow to the cassis, cherry compote and raspberry coulis flavors, backed by light rooibos tea, tobacco and dried blood orange accents. The silky finish is sneaky long, offering a light sanguine echo. Drink now through 2025.', 'WE': ""Black-plum and mulberry notes are plump and easy on the palate of this velvety, plush red. Ripe and rich, it's elegantly balanced by crisp acidity and fine, firm tannins. Primary and fruity now, with delicate hints of nut and spice, it should develop earth and spice tones through 2025."", 'W&S': 'Owned by the Quiot family, this domaine is one of the largest in the appellation, at 230 acres spread among 35 parcels. They make use of all the grape varieties allowed in the appellation, turning out an elegant, mouthwatering style of Châteauneuf. The 2015 feels juicy and alive, a streak of acidity surging though the anise-scented cherry notes. It may not be the most profound of the 2015s, but it’s one of the most delicious.'}"
/product/cleto-chiarli-lambrusco-grasparossa-di-castelvetro-amabile/134103,Cleto Chiarli Lambrusco Grasparossa di Castelvetro Amabile,750,8,"A semi-sweet wine of an intense red color. The wine has very fruity aromas and all the grape fragrances can be felt. Lively and fading bubbles are of a marked rose color. Its smoothness makes it surprisingly pleasant, though avoiding excesses. A captivating wine.Paired well with traditional cuisine from Emilia, it is also a wonderful accompaniment to desserts. View More",{'JS': 'Lots of rose petals and dark fruit with orange peel. Fruity and flavorful. Fine bubbles. Fresh finish. Delicious. Drink now.'}
